ID,response,IL1,IL2,IL3,IL4,CIL1,CIL2,CIL3,CLI4,prime,score1,score2,score3,score4,score5,contact_type,day,hour,device
3569,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,C. Education - Items Not Purchased On Account,Non-order related,Books,Other Questions About Kindle Books,null,1,2,0.313139175,33.33,41.66,0,0,2,9,D-22
8719,0,Kindle Tablet Apps,Freetime Unlimited,Subscription,Cancel/Reactivate Subscription,null,null,null,null,1,0,null,null,null,null,null,0,7,D-22
549,0,Content,Book Purchase / Availability,Payment Issue,Added Cc & Billing Addr,Non-order related,Shop,Other Questions About Amazon Shop,null,1,0,null,null,null,null,null,5,16,D-1
5649,0,Kindle Tablet,Basic Info / How-To,Trade-In,C. Education -  General Questions,null,null,null,null,1,0,0.621632447,75,0,50,0,2,13,D-16
4132,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,2,null,null,null,null,null,1,14,D-29
5404,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0,null,null,null,null,null,1,8,D-5
9847,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,0,0,null,null,null,null,null,5,13,D-29
909,0,Kindle E-Ink,null,null,null,Amazon Devices And Kindle Apps,Kindle E-reader,My Kindle is frozen or wont turn on,null,0,0,null,null,null,null,null,1,11,D-62
3294,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,Order Declined,null,null,null,null,1,0.3,null,null,null,null,null,0,6,D-16
3009,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,4,9,D-29
11494,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,1,null,null,null,null,null,6,12,D-22
8783,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Home Button,null,null,null,null,1,0.075,0.165075511,0,0,-1,0,5,11,D-70
8242,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Carnac Suggested,Something else,Other issues,null,0,0,null,null,null,null,null,2,19,D-16
7362,0,Kindle Tablet,Battery / Charging Issue,Drains Quickly,C. Education - Poor Wireless Connection,null,null,null,null,0,null,0.308300847,50,0,0,0,0,8,D-16
9638,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,2,0.165075511,0,0,-1,0,3,6,D-57
1807,0,Account Assistance,Promotions,Sling Tv,C. Education - General Information,null,null,null,null,1,0,0.21674972,0,100,0,4,4,10,D-45
8410,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Carnac Suggested,Order Related,null,null,1,2,null,null,null,null,null,1,15,D-70
6918,1,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Charging Related Troubleshooting Given,null,null,null,null,1,1.675,null,null,null,null,null,5,7,D-49
102,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Device,null,null,null,null,1,1.725,null,null,null,null,null,4,9,D-38
4791,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Out Of Warranty - No Action Taken,null,null,null,null,0,0,null,null,null,null,null,2,7,D-50
6071,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,null,null,null,null,0,0,null,null,null,null,null,0,13,D-70
8317,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0.225,0.272894383,50,50,-1,0,2,5,D-29
2414,0,Account Assistance / Mycd Settings,Payment Assistance,Gift Card Balance,Applied Gift Card,Non-order related,Shop,Other Questions About Amazon Shop,null,0,0,null,null,null,null,null,5,11,D-37
1324,0,3rd Party Tv / Video,Netflix,Subscriptions,C. Education - General Info,null,null,null,null,1,2,null,null,null,null,null,3,17,D-70
2384,0,Fire Tv / Stick,Software Issue,System,Troubleshooting Resolved Issue,null,null,null,null,1,0.8,null,null,null,null,null,4,16,D-27
5185,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0.3,0.308300847,50,0,0,0,2,6,D-46
4020,0,Content,Periodicals & Newsstand,Cancelling Trial Or Subscription,Cancelled Subscription,Digital Services,Kindle eBooks,Kindle Fire Tablet,Something else,1,2,0.205320303,0,0,0,0,1,17,D-62
8798,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,Carnac Suggested,Unknown Charge,null,null,1,0.1,null,null,null,null,null,0,10,D-16
3984,0,Wms / Order Support / Edge-Cases,Wms - Kindle,Still Within Delivery Estimate,Kindle Missing - Open Box - Blacklisted - Refunded/Replaced,Carnac Suggested,Something else,Other issues,null,0,0,null,null,null,null,null,0,7,D-22
2045,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Amazon Devices And Kindle Apps,Kindle reading apps,Kindle eBooks and Newsstand,Problems downloading content,0,null,null,null,null,null,null,5,11,D-70
13805,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,C. Education,Non-order related,Books,Transferring Books Via USB,null,0,null,null,null,null,null,null,6,12,D-50
5022,0,Accessory,3p Accessory Question,Question About Adapter,Compatibility,null,null,null,null,1,0.5,0.205320303,20,0,0,0,3,14,D-57
2948,0,Amazon Instant Video,Basic Info / How-To,Rent  / Buy,C. Education - General Info,null,null,null,null,1,0.5,0.235157672,50,50,-1,4,5,19,D-10
3608,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Charging Related Troubleshooting Given,null,null,null,null,1,0.75,0.621632447,73.33,0,16.66,0,3,9,D-42
1716,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,0,0.165075511,0,0,-1,0,0,17,D-44
2364,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,1,0.165075511,0,0,-1,0,2,8,D-32
1205,0,Kindle Tablet Apps,App Store,Content,Accidental Order - Refund,null,null,null,null,1,0.05,null,null,null,null,null,6,9,D-27
7810,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,C. Education,null,null,null,null,1,2,null,null,null,null,null,0,16,D-16
698,0,Kindle Tablet,Lost / Stolen Kindle,Request To Deactivate Lost/Stolen Kindle,Verified Ownership - Deactivated,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,2,null,null,null,null,null,1,17,D-11
12356,0,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Asked Customer To Call,null,null,null,null,0,null,null,null,null,null,null,0,7,D-32
7778,0,Kindle E-Ink,Basic Info / How-To,Question On New Device Features,null,null,null,null,null,1,0,null,null,null,null,null,0,17,D-28
7757,0,Content,Kindle Unlimited,C. Education,General Info,null,null,null,null,1,1.1,null,null,null,null,null,4,13,D-23
715,0,Reading App,Basic Info / How-To,Download/Install/Upgrade,C. Education - Update App,null,null,null,null,1,0.8,null,null,null,null,null,1,20,D-28
13141,0,Content,Kindle Unlimited,Payment / Subscription Issues,How To Cancel,null,null,null,null,0,null,0.308300847,50,0,0,0,0,12,D-16
1532,0,Kindle Store,Kindle E-Ink,Browse/Search Problem,C. Education,null,null,null,null,0,null,0.214241638,0,100,-1,0,4,16,D-64
419,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,C. Education,null,null,null,null,0,0.1,null,null,null,null,null,1,10,D-31
12843,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,2,null,null,null,null,null,1,3,D-50
1653,0,Content,Personal Documents,How-To Info,C. Education - Send,null,null,null,null,0,0,null,null,null,null,null,3,13,D-37
6875,0,Kindle Tablet,Physical Damage/Defect,Screen Issue,Web Crack Out Of Warranty - No Action Taken,null,null,null,null,1,0,null,null,null,null,null,6,16,D-16
4353,0,Account,Managing Account,Device Registration/Navigation,Walkthrough,null,null,null,null,1,0.5,null,null,null,null,null,6,5,D-40
10937,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,Cs Action Taken,null,null,null,null,1,1.3,null,null,null,null,null,3,8,D-70
8728,0,Replaced Device,Remote / Controller,Unresponsive,Always,null,null,null,null,1,0,0.176504927,0,100,-1,4,0,6,D-49
1751,0,Kindle E-Ink,Basic Info / How-To,Basic Navigation,C. Education - Back Button,null,null,null,null,0,0,0.374049967,100,0,-1,0,6,8,D-9
6924,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0.1,null,null,null,null,null,5,13,D-70
13840,0,Content,Pottermore,General Info,C. Education - Pre-Purchase Info,Carnac Suggested,Something else,Other issues,null,1,0,null,null,null,null,null,4,10,D-70
1259,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,null,null,null,null,0,2,null,null,null,null,null,2,14,D-59
4474,0,Kindle E-Ink,Basic Info / How-To,Basic Navigation,C. Education - Side Loaded Content,null,null,null,null,1,0,0.205320303,0,0,0,0,3,12,D-70
13593,0,Content,Availability,Amazon Channels Subscription,C.Education,null,null,null,null,1,0,null,null,null,null,null,3,18,D-70
7162,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Device,null,null,null,null,1,0,0.165075511,0,0,-1,0,0,14,D-22
1057,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,Carnac Suggested,Unknown Charge,null,null,0,0,null,null,null,null,null,2,14,D-37
11975,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,2,0.165075511,30.76,7.69,-1,0,3,7,D-17
1452,0,Content,Kindle First,Returning/Cancel Kindle First Book Pre-Order,Refunded/Canceled Kindle First Ebook,Digital Services,Kindle eBooks,Kindle E-reader,Something else,1,0.1,null,null,null,null,null,0,8,D-11
5033,0,Content,Content Quality,Corrupt - Won'T Open,Delete/Redownload,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,1,0,null,null,null,null,null,4,5,D-16
4079,0,Kindle Tablet,Basic Info / How-To,Storage /  Space,C. Education - How To,null,null,null,null,0,0,null,null,null,null,null,0,10,D-16
9436,0,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Undetermined Cause - Referred To Network Support,null,null,null,null,1,0.4,0.308300847,60,0,0,0,3,7,D-53
5814,0,Pre Purchase Info,Kindle Device - Personal Use,General Questions,null,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,0,0,null,null,null,null,null,3,20,D-29
2484,1,Kindle Tablet,Lost / Stolen Kindle,Request To Reactivate Recovered Kindle,Unverified Ownership - No Action Taken,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,0,0.214241638,0,100,-1,0,6,12,D-70
7268,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,0,null,null,null,null,null,6,10,D-5
2525,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,Order Declined,null,null,null,null,0,0,null,null,null,null,null,6,9,D-57
11854,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0.15,0.165075511,0,0,-1,0,4,9,D-23
7697,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,1,18,D-70
4487,0,Kindle E-Ink,Device Freezes / Restarts,Unresponsive / Frozen,Hard Restart - Fixed Issue,null,null,null,null,0,0.125,null,null,null,null,null,3,14,D-57
1505,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,0,7,D-16
10881,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,null,null,null,null,1,0,0.205320303,0,0,0,0,1,14,D-70
12662,0,Replaced Device,Remote / Controller,Won'T Pair / Connect,Unknown Cause,Returns And Refunds Support,null,null,null,0,null,null,null,null,null,null,1,23,D-7
9619,0,Wms / Order Support / Edge-Cases,Open Kindle Order Assistance,Customs Issues,C. Education - Customs Payment Needed,null,null,null,null,1,0.7,0.272894383,50,50,-1,0,2,15,D-16
10870,0,Digital Subscriptions Subscribe With Amazon,Modify Subscription,Cancel With Full Concession Given,null,Carnac Suggested,Amazon Devices,Fire TV,null,1,0,null,null,null,null,null,0,21,D-49
9779,1,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Undetermined - Filed Tt,null,null,null,null,0,2,0.214241638,0,100,-1,0,5,8,D-16
4918,0,Account Assistance / Mycd Settings,Prime,Share Prime Membership,null,Prime Or Something Else,Prime Support,Other Prime issue,null,0,0.1,null,null,null,null,null,4,14,D-57
2653,0,Kindle Tablet,Touch Screen Defects,Full Screen Unresponsive - Hard Restart Fixed,null,null,null,null,null,1,2,null,null,null,null,null,4,15,D-17
12927,0,Kindle Tablet Apps,Amazon Shop App,Your Account,C. Education - 1-Click Setting,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,0,null,null,null,null,null,0,11,D-44
301,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Undetermined - Filed Tt,Returns And Refunds Support,null,null,null,1,0.7,null,null,null,null,null,1,7,D-17
13013,0,Kindle Tablet,Accessibility,C. Education - Turn Off Accessibility Features,null,null,null,null,null,1,0,null,null,null,null,null,6,8,D-70
7310,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,null,null,null,null,null,null,4,15,D-28
3703,0,3rd Party Tv / Video,Sling Tv,Basic Info / How-To,C. Education - App Info,Amazon Devices And Kindle Apps,Fire TV,I Have Questions About Apps And Subscriptions Available On Fire Tv,Ive Having Trouble Opening Or Using An App I Downloaded,1,0.25,0.17242192,0,50,0,4,4,6,D-49
9376,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,1,19,D-24
8099,0,Kindle Tablet,Basic Info / How-To,Storage /  Space,C. Education - How To,null,null,null,null,0,0.175,0.210158631,25,50,0,0,3,23,D-6
9508,0,Pre Purchase Info,Kindle Device - Personal Use,Kindle Installment Plan,C.Education - Qualifications,null,null,null,null,1,0.05,null,null,null,null,null,0,14,D-16
558,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,C. Education - Items Not Purchased On Account,Digital Services,Kindle eBooks,Kindle E-reader,Problems downloading content,1,1.825,null,null,null,null,null,6,8,D-34
6111,0,Kindle Tablet,Wireless Connection  Wi-Fi,How To Setup Wi-Fi,C. Education - Connection Setup,null,null,null,null,1,2,null,null,null,null,null,0,11,D-28
4903,1,Kindle Tablet,Basic Info / How-To,Sd Card,C. Education - How-To,null,null,null,null,1,0.375,0.205320303,25,0,0,0,2,12,D-62
6577,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,null,null,null,null,null,null,1,8,D-70
5903,0,Amazon Instant Video,Content,Video Subscription,Refund - No Longer Want,null,null,null,null,1,0.1,null,null,null,null,null,0,7,D-27
710,0,Kindle Tablet,Touch Screen Defects,Full Screen Unresponsive - Hard Restart Fixed,null,Non-order related,Fire Device,Charging or Battery Issues,null,1,0,null,null,null,null,null,4,12,D-37
8513,0,Kindle Tablet Apps,Freetime Unlimited,Subscription,Refund,null,null,null,null,1,0,null,null,null,null,null,0,8,D-16
8095,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,6,12,D-24
3884,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Sync And Check - Fixed Issue,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,2,0.626470775,75,25,0,0,4,14,D-28
11066,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,4,14,D-16
8907,0,Replaced Device,Remote / Controller,Battery Drained,Unknown Cause,Carnac Suggested,Amazon Devices,Fire TV,null,0,0,null,null,null,null,null,3,12,D-45
3734,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Restart - Fixed Issue,null,null,null,null,0,null,null,null,null,null,null,1,6,D-34
754,0,Reading App,Getting General Error In App,Unknown Cause,Deregister/Reregister - Fixed The Issue,null,null,null,null,1,0.5,0.205320303,0,0,0,0,0,13,D-17
8864,1,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Archived Remove From Device,null,null,null,null,1,0,null,null,null,null,null,1,12,D-44
4394,0,Prime Subscription,Prime Inquiry,Prime Catalog,C. Education,null,null,null,null,1,0,null,null,null,null,null,1,14,D-70
3535,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Kindle eBooks and Newsstand,Borrow Books from the Kindle Owners' Lending Library,0,null,null,null,null,null,null,0,5,D-70
9180,1,Pre Purchase Info,Kindle Content Related,Purchasing Related,General Info Provided,null,null,null,null,0,1,0.25448643,0,100,0,0,2,11,D-24
11452,0,Fire Tv Remote,Basic Info / How-To,Pair,C. Education - Pair,null,null,null,null,0,0,0.275402464,50,33.33,100,4,2,12,D-49
9360,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,null,null,null,null,0,0.1,0.165075511,0,0,-1,0,0,16,D-28
718,0,Replaced Device,Device Freezes / Restarts,Device Totally Unresponsive/Dead,Unknown Cause,null,null,null,null,1,0,0.272894383,50,50,-1,0,3,13,D-16
9378,0,Account Assistance / Mycd Settings,Prime,Cancel Prime Membership,null,null,null,null,null,1,0,null,null,null,null,null,1,17,D-70
6645,0,Reading App,Basic Info / How-To,Register,C. Education - Registration Info Provided,Amazon Devices And Kindle Apps,Kindle reading apps,null,null,1,0.025,0.205320303,25,0,0,0,4,8,D-70
3728,0,Follow-Up Notification,null,null,null,null,null,null,null,1,0,null,null,null,null,null,2,13,D-45
12022,0,Content,Other Content Topics,Kindle Active Content,C. Education - General,null,null,null,null,1,0,0.165075511,0,0,-1,0,3,8,D-16
10773,0,Follow-Up Notification,null,null,null,Amazon Devices And Kindle Apps,Kindle Fire Tablet,My Kindle has battery / charging issues,null,0,0,null,null,null,null,null,0,15,D-50
6587,0,Account Assistance,Device Registration Assistance,Deregister Fire Tv From Account,C. Education - Deregistration Info Provided,Amazon Devices And Kindle Apps,Fire TV,Something else,null,0,0.05,0.376558049,100,0,0,4,0,7,D-49
2219,0,Kindle Tablet,Printing,Email,C. Education - How-To,Non-order related,"E-mail, Contacts and Calendar",Setting Up E-mail on Fire,null,1,0.8,0.205320303,0,0,0,0,4,13,D-52
11773,0,Replaced Device,Software Issue,Unable To Update Device,Ticket Directed To Replace,null,null,null,null,0,0,null,null,null,null,null,0,16,D-16
9762,1,Replaced Device,Adapter/Usb Cable Replacements Only,Defective Usb Cable,Unknown Cause,null,null,null,null,1,0,0.205320303,0,0,0,0,3,7,D-43
9273,0,Replaced Device,Wireless Connection,Wifi Won'T Connect,Ticket Directed To Replace,null,null,null,null,1,0,0.235157672,50,50,-1,4,1,8,D-70
9033,0,Kindle E-Ink,Other,Special Offers,Removal Request,null,null,null,null,0,0.025,0.621632447,85.71,0,0,0,2,9,D-70
8716,1,Kindle Tablet Apps,App Store,Purchasing Related,C. Education - Search Content,null,null,null,null,0,0,0.205320303,0,0,0,0,1,8,D-5
7315,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Resent Content - Fixed Issue,null,null,null,null,0,0,null,null,null,null,null,1,19,D-37
1172,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,0,null,null,null,null,null,0,15,D-70
3970,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Voiceview,null,null,null,null,0,0,null,null,null,null,null,6,15,D-29
9555,1,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Restart - Fixed Issue,null,null,null,null,1,0,null,null,null,null,null,1,9,D-53
2954,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,null,null,null,null,0,null,null,null,null,null,null,1,14,D-31
9106,0,Kindle Apps And Widgets,Getting General Error In App,Asked Customer To Call,Kindle Convert,null,null,null,null,0,null,null,null,null,null,null,3,6,D-37
71,0,Replaced Device,Sd Card,Won'T Read,Unknown Cause,null,null,null,null,1,2,0.165075511,0,0,-1,0,1,15,D-16
13560,1,Content,Basic Info / How-To,Basic Navigation,C. Education - Go To Function,null,null,null,null,1,0.25,null,null,null,null,null,6,10,D-16
5126,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,0,0,0.205320303,0,0,0,0,3,0,D-29
1106,0,Fire Tv Remote,Fire Tv Remote Issues,Battery,Battery Replaced - Resolved Issue,null,null,null,null,1,0,0.376558049,100,0,0,4,5,11,D-49
10111,0,Wms / Order Support / Edge-Cases,Open Kindle Order Assistance,Order Status Requested,C. Education - Information Provided,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,2,null,null,null,null,null,2,8,D-37
6706,0,Content,Periodicals & Newsstand,Cancelling Trial Or Subscription,Cancelled Subscription,null,null,null,null,0,0,null,null,null,null,null,0,12,D-34
3206,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Order Related,Payment Issues,Payment declined,null,0,0.3,null,null,null,null,null,3,16,D-29
219,1,Kindle Tablet Apps,Silk - Web Browser,Basic Navigation,C. Education - Bookmarks,null,null,null,null,1,0.8,0.268056055,33.33,0,-1,0,4,9,D-70
2659,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,1.7,null,null,null,null,null,1,16,D-19
4225,0,Reading App,Not Able To Open Content,Latest App Version Needed,Troubleshooting Instructions Sent,Amazon Devices And Kindle Apps,Kindle reading apps,General How To Assistance,null,1,0.025,null,null,null,null,null,1,8,D-62
4823,0,Fire Tv / Stick,Software Issue,System,Troubleshooting Resolved Issue,null,null,null,null,1,1.2,null,null,null,null,null,6,6,D-27
10249,0,Kindle Tablet Apps,Other Pre-Loaded Apps,Audible,C. Education - How To Purchase,null,null,null,null,0,null,null,null,null,null,null,5,12,D-70
5837,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Resent Content - Fixed Issue,null,null,null,null,0,0,null,null,null,null,null,0,18,D-44
9297,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Sw Version Update Fixed Issue,null,null,null,null,0,1,0.205320303,25,0,0,0,1,13,D-16
10282,0,Kindle Tablet,Feedback,Feature Request,Books,null,null,null,null,0,0.25,null,null,null,null,null,3,19,D-16
9636,0,Replaced Device,Remote / Controller,Unresponsive,Always,null,null,null,null,0,0,0.275402464,50,50,0,4,4,6,D-27
11111,0,Content,Personal Documents,How-To Info,C. Education - Send,null,null,null,null,0,null,null,null,null,null,null,2,17,D-67
3402,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,null,null,null,null,1,0,null,null,null,null,null,1,11,D-40
5115,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,null,null,null,null,1,2,0.621632447,75,0,100,0,5,8,D-17
3801,0,Reading App,Basic Info / How-To,Download/Install/Upgrade,C. Education - Update App,null,null,null,null,1,2,0.308300847,50,0,0,0,4,13,D-38
11919,0,Fire Tv / Stick,Software Issue,System,Instructions Sent / Asked Customer To Call,Carnac Suggested,Amazon Devices,Fire TV,null,0,0.1,0.1273388,0,0,-1,4,4,21,D-27
742,0,Replaced Device,Power Supply,Defective,Unknown Cause,null,null,null,null,0,null,0.336313256,100,0,-1,4,4,10,D-49
6430,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,Order Declined,null,null,null,null,0,0,null,null,null,null,null,2,7,D-37
12001,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,null,null,null,null,1,0,null,null,null,null,null,1,10,D-70
958,0,Wms / Order Support / Edge-Cases,Incomplete Contact,Dropped/Disconnected,Dropped During Conversation,null,null,null,null,1,0,null,null,null,null,null,5,19,D-11
6320,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,null,null,null,null,0,0,null,null,null,null,null,5,12,D-70
6462,0,Kindle Tablet,Lost / Stolen Kindle,Request To Deactivate Lost/Stolen Kindle,Verified Ownership - Deactivated,null,null,null,null,1,0,0.374049967,100,0,-1,0,0,7,D-29
778,1,Content,Content Returns / Refunds,Accidental Order,C. Education - Outside Of Policy,null,null,null,null,1,0.25,0.357466974,50,100,0,0,0,16,D-17
11792,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,Digital Services,Kindle eBooks,Kindle Fire Tablet,Something else,0,null,null,null,null,null,null,2,16,D-70
768,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,Digital Services,Kindle eBooks,Kindle E-reader,Something else,1,2,null,null,null,null,null,3,14,D-70
9028,0,Content,Kindle Unlimited,Payment / Subscription Issues,How To Cancel,null,null,null,null,1,0,null,null,null,null,null,3,15,D-25
5376,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Hard Restart - Fixed Issue,null,null,null,null,1,0,null,null,null,null,null,6,10,D-50
979,1,Content,"Lend, Borrow And Rent",Owners Lending Library Prime,Undetermined - Filed Tt,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,1.525,null,null,null,null,null,5,12,D-44
1233,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,null,null,null,null,0,null,null,null,null,null,null,4,7,D-44
5478,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education - Set Up,null,null,null,null,0,0.1,0.165075511,0,0,-1,0,0,17,D-24
11008,0,Kindle Tablet,Software Update,Update Hasn'T Been Received Yet,Update Pending Download,null,null,null,null,0,0,null,null,null,null,null,1,8,D-16
11026,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,0,0,0.414294759,100,0,0,0,0,10,D-67
5284,0,Incomplete Contact,Disconnected During Conversation,null,null,null,null,null,null,1,0,0.621632447,66.66,0,0,0,0,12,D-70
9756,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,null,null,null,null,1,0.35,null,null,null,null,null,4,15,D-16
2369,0,Kindle E-Ink,Other,Device Password,C. Education - Password Lost Reset,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,0.05,null,null,null,null,null,3,16,D-16
11355,0,3rd Party Tv / Video,Sling Tv,Refund Request,Within 30 Days - Approved,Carnac Suggested,Something else,Other issues,null,1,null,null,null,null,null,null,4,7,D-49
2885,0,Kindle Tablet,Physical Damage/Defect,Screen Issue,Restart - Fixed Issue,Returns And Refunds Support,null,null,null,1,0.5,null,null,null,null,null,2,16,D-16
12642,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Website / Detail Page,null,null,null,null,0,0,0.205320303,0,0,0,0,0,6,D-22
7418,1,Content,Basic Info / How-To,Basic Navigation,C. Education - Archived Remove From Device,null,null,null,null,0,0,null,null,null,null,null,3,18,D-70
5689,0,Kindle Tablet Apps,Silk - Web Browser,Settings,C. Education - Clear Data,null,null,null,null,1,0.1,null,null,null,null,null,3,6,D-17
8863,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Pdoc Settings Assistance,C. Education - Approved E-Mail List,null,null,null,null,1,2,null,null,null,null,null,2,14,D-17
3998,1,Wms / Order Support / Edge-Cases,Problem With An Order,Wrong Item Or Not As Expected,Wrong Item But Correct Product Box/Label,null,null,null,null,1,0.125,null,null,null,null,null,5,19,D-27
